"Vintage","Analysis.Date","Analysis.Time","Tank.ID","Anthocyanins..mg.L.Malv.EQ.","Tannins..mg.L.CE.","Total.Iron.Reactive.Phenolics..mg.L.CE."
"2021","Aug 30","16:46",23,"429.2","202.1","802.3"
"2021","Aug 30","16:46",88,"371.7","81.3","565"
"2021","Aug 30","16:46",66,"516.7","97.4","565.6"
"2021","Aug 30","16:46",44,"460.8","161.3","613.3"
"2021","Aug 30","16:46",33,"462.1","256","951.6"
"2021","Aug 30","16:46",22,"514.7","171.4","694.8"
"2021","Aug 30","16:46",11,"404.2","87.5","618.5"
"2021","Aug 30","16:46",13,"366.6","265.4","909.7"
"2021","Aug 30","16:46",18,"448.7","447.7","1253.5"
"2021","Aug 30","16:46",86,"750.9","166","707.3"
"2021","Aug 30","16:46",76,"617","79.2","513.2"
"2021","Aug 30","16:46",53,"700.5","96.5","548.4"
"2021","Aug 30","16:46",82,"703.3","115.7","589.6"
"2021","Aug 30","16:46",87,"645.5","366.5","1003.7"
"2021","Aug 30","16:46",24,"660.1","449.6","1154.5"
"2021","Aug 30","16:46",34,"625.3","502.2","1252.9"
"2021","Aug 30","16:46",13,"615.5","510.6","1273.6"
"2021","Aug 30","16:46",19,"453.2","206.6","700.2"
"2021","Aug 30","16:46",7,"444.2","500.1","1313.6"
"2021","Aug 30","16:46",5,"475.7","353.9","1067.4"
"2021","Aug 30","16:46",3,"557.7","209.7","795.7"
"2021","Aug 30","16:46",8,"534.4","245.1","858.6"
"2021","Aug 30","16:46",56,"475.4","137.6","608.1"
"2021","Aug 30","16:46",35,"1005.4","322","1086.1"
"2021","Aug 30","16:46",65,"664.7","87.3","547"
"2021","Aug 30","16:46",26,"777.1","134.3","651"
"2021","Aug 30","16:46",24,"857.4","187","792.7"
"2021","Aug 30","16:46",75,"686.9","477.5","1217.6"
"2021","Aug 30","16:46",97,"699.9","479.6","1222"
"2021","Aug 30","16:46",12,"640.1","401.6","1081.9"
"2021","Aug 30","16:46",1,"508","134.6","674.7"
"2021","Aug 30","16:46",2,"660.9","530.8","1307.1"
"2021","Aug 30","16:46",3,"453.6","139.2","557.1"
"2021","Aug 30","16:46",43,"566.8","452.1","1124.5"
"2021","Aug 30","16:46",54,"555.2","193.7","687.7"
"2021","Aug 30","16:46",46,"705.9","462.8","1215.5"
"2021","Aug 30","16:46",75,"493.1","150.3","605.9"
"2021","Aug 30","16:46",35,"537.4","217.4","816.6"
"2021","Aug 30","16:46",23,"461.3","196.8","702.5"
"2021","Aug 30","16:46",88,"468.6","216.9","773.8"
"2021","Aug 30","16:46",66,"861.1","178.5","733.9"
"2021","Aug 30","16:46",44,"596.6","99.2","530.5"
"2021","Aug 30","16:46",33,"536.9","287.7","939.5"
"2021","Aug 30","16:46",22,"607.1","272.1","867.2"
"2021","Aug 30","16:46",11,"667.3","276.6","922.7"
"2021","Aug 30","16:46",13,"579.3","262.7","873"
"2021","Aug 30","16:46",18,"398.7","105.6","557.2"
"2021","Aug 30","16:46",86,"585.3","274.5","900.2"
"2021","Aug 30","16:46",76,"466.6","260.2","895.8"
"2021","Aug 30","16:46",53,"532.1","121.8","557.2"
"2021","Aug 30","16:46",82,"447","168.8","653.4"
"2021","Aug 30","16:46",87,"422.1","375.6","1135.8"
"2021","Aug 30","16:46",24,"350.6","142.1","631.5"
"2021","Aug 30","16:46",34,"409.8","524.3","1340.5"
"2021","Aug 30","16:46",13,"830.8","394.3","1121.5"
"2021","Aug 30","16:46",19,"566.1","214","730.4"
"2021","Aug 30","16:46",7,"564","478.3","1186.9"
"2021","Aug 30","16:46",5,"399","477.2","1232.8"
"2021","Aug 30","16:46",3,"461.4","304.2","937.8"
"2021","Aug 30","16:46",8,"430.5","145.5","583.7"
"2021","Aug 30","16:46",56,"455.2","703.6","1543.8"
"2021","Aug 30","16:46",35,"401.5","226.5","881.2"
"2021","Aug 30","16:46",65,"366.6","637.7","1522.4"
"2021","Aug 30","16:46",26,"563","162","652.7"
"2021","Aug 30","16:46",24,"529.6","190.3","725.6"
"2021","Aug 30","16:46",75,"470.9","89.7","516.8"
"2021","Aug 30","16:46",97,"338.1","28.4","341.5"
"2021","Aug 30","16:46",12,"525.1","83.5","523.4"
"2021","Aug 30","16:46",1,"480.5","258.6","792.3"
"2021","Aug 30","16:46",2,"499.5","333.7","931"
"2021","Aug 30","16:46",3,"514.6","329.9","893.8"
"2021","Aug 30","16:46",43,"461.9","253.2","745.8"
"2021","Aug 30","16:46",54,"344.2","555.1","1291.2"
"2021","Aug 30","16:46",46,"446.7","184.3","651.5"
"2021","Aug 30","16:46",75,"300.4","64","442.4"
"2021","Aug 30","16:46",35,"400.3","175.6","631.5"
"2021","Aug 30","16:46",23,"385.1","95.1","479.2"
"2021","Aug 30","16:46",88,"313.6","103","490.1"
"2021","Aug 30","16:46",66,"222","30.8","364.4"
"2021","Aug 30","16:46",44,"587.1","736.8","1637.6"
"2021","Aug 30","16:46",33,"509","234.8","819.9"
"2021","Aug 30","16:46",22,"418.6","263","751"
"2021","Aug 30","16:46",11,"601.8","206.9","746.5"
"2021","Aug 30","16:46",13,"725.7","387.5","1116.1"
"2021","Aug 30","16:46",18,"690.4","356.8","1077"
"2021","Aug 30","16:46",86,"506.7","117.7","571.9"
"2021","Aug 30","16:46",76,"447.4","203.7","668.4"
"2021","Aug 30","16:46",53,"425.6","185.3","625.4"
"2021","Aug 30","16:46",82,"514.6","217.9","763.5"
"2021","Aug 30","16:46",87,"327.9","36.3","418.1"
"2021","Aug 30","16:46",24,"296.3","56","439.1"
"2021","Aug 30","16:46",34,"372.8","107.1","503.1"
"2021","Aug 30","16:46",13,"415.1","137","566.3"
"2021","Aug 30","16:46",19,"308.5","91.1","481.3"
"2021","Aug 30","16:46",7,"250.5","4.5","315.4"
"2021","Aug 30","16:46",5,"515.9","230.4","870.8"
"2021","Aug 30","16:46",3,"612.3","431","1115.7"
"2021","Aug 30","16:46",8,"509.9","286.6","855.5"
"2021","Aug 30","16:46",56,"389.9","173.7","642.7"
"2021","Aug 30","16:46",35,"395.5","177","648.9"
"2021","Aug 30","16:46",65,"508","213.6","757.4"
"2021","Aug 30","16:46",26,"496.2","243.6","808.6"
"2021","Aug 30","16:46",24,"671.4","374.8","1077"
"2021","Aug 30","16:46",75,"521","55.2","462.7"
"2021","Aug 30","16:46",97,"552.6","223.7","807.4"
"2021","Aug 30","16:46",12,"626","256.5","848"
"2021","Aug 30","16:46",1,"541.5","154.6","625.9"
"2021","Aug 30","16:46",2,"554.1","460.9","1248.5"
"2021","Aug 30","16:46",3,"516.5","322","944.9"
"2021","Aug 30","16:46",43,"505.8","39.6","419.3"
"2021","Aug 30","16:46",54,"505.3","203","701.9"
"2021","Aug 30","16:46",46,"737.2","230.8","789.3"
"2021","Aug 30","16:46",75,"699.7","316.6","945.2"
"2021","Aug 30","16:46",35,"419.4","40.1","412"
"2021","Aug 30","16:46",23,"476.7","-56.8","380.3"
"2021","Aug 30","16:46",88,"373.2","-27.3","377.8"
"2021","Aug 30","16:46",66,"688.4","247.6","891.6"
"2021","Aug 30","16:46",44,"679","263.4","915.6"
"2021","Aug 30","16:46",33,"562.3","193.2","774.1"
"2021","Aug 30","16:46",22,"568.7","182.4","705.4"
"2021","Aug 30","16:46",11,"345","81.2","526"
"2021","Aug 30","16:46",13,"478.5","72.8","491.4"
"2021","Aug 30","16:46",18,"380.3","105.9","592.1"
"2021","Aug 30","16:46",86,"784.5","312.2","939.6"
"2021","Aug 30","16:46",76,"750.3","424.8","1139.3"
"2021","Aug 30","16:46",53,"394.8","47.6","424.2"
"2021","Aug 30","16:46",82,"423.8","-20.5","443.9"
"2021","Aug 30","16:46",87,"605.6","199.3","769"
"2021","Aug 30","16:46",24,"366.9","120.8","625.5"
"2021","Aug 30","16:46",34,"320","36.6","420.4"
"2021","Aug 30","16:46",13,"382.4","163","688.1"
"2021","Aug 30","16:46",19,"561.4","122.8","599.5"
"2021","Aug 30","16:46",7,"467.9","-32.8","374"
"2021","Aug 30","16:46",5,"773.2","360.8","1045.3"
"2021","Aug 30","16:46",3,"772.3","479.2","1245.9"
"2021","Aug 30","16:46",8,"508.3","191.6","674.3"
"2021","Aug 30","16:46",56,"424.3","231.9","875.5"
"2021","Aug 30","16:46",35,"358.1","93","559.1"
"2021","Aug 30","16:46",65,"449.5","12.4","482"
"2021","Aug 30","16:46",26,"839.4","453.3","1226.4"
"2021","Aug 30","16:46",24,"758.7","330.3","1018.3"
"2021","Aug 30","16:46",75,"797","549.5","1389.3"
"2021","Aug 30","16:46",97,"529.1","255.6","801.3"
"2021","Aug 30","16:46",12,"575.7","266.9","821.3"
"2021","Aug 30","16:46",1,"574.7","112.4","568.5"
"2021","Aug 30","16:46",2,"434.1","209","801.5"
"2021","Aug 30","16:46",3,"802.5","476.6","1281.9"
"2021","Aug 30","16:46",43,"799.4","434.1","1227.1"
"2021","Aug 30","16:46",54,"781.1","566.6","1435.5"
"2021","Aug 30","16:46",46,"615.6","342","984.1"
"2021","Aug 30","16:46",75,"599.4","296.2","886.7"
"2021","Aug 30","16:46",35,"361.4","139.6","556.6"
"2021","Aug 30","16:46",23,"323.3","109.1","482.4"
"2021","Aug 30","16:46",88,"607.2","310.3","961.9"
"2021","Aug 30","16:46",66,"547.3","255.2","845"
"2021","Aug 30","16:46",44,"572.8","348.3","995.5"
"2021","Aug 30","16:46",33,"367","142.6","546.3"
"2021","Aug 30","16:46",22,"644.4","523.8","1304.9"
"2021","Aug 30","16:46",11,"438.7","94.6","611.2"
"2021","Aug 30","16:46",13,"505.8","39.6","419.3"
"2021","Aug 30","16:46",18,"505.3","203","701.9"
"2021","Aug 30","16:46",86,"385.9","207.2","698.8"
"2021","Aug 30","16:46",76,"409.3","231.4","741.2"
"2021","Aug 30","16:46",53,"494.1","275.2","846.9"
"2021","Aug 30","16:46",82,"486.8","215.4","769.4"
"2021","Aug 30","16:46",87,"698.8","524.6","1333.8"
"2021","Aug 30","16:46",24,"665.2","488.3","1255.4"
"2021","Aug 30","16:46",34,"573.1","262.3","863.8"
"2021","Aug 30","16:46",13,"502.3","232.9","805.6"
"2021","Aug 30","16:46",19,"582.6","180","723.8"
"2021","Aug 30","16:46",7,"735.4","209","767.7"
"2021","Aug 30","16:46",5,"643.1","118.8","607.1"
"2021","Aug 30","16:46",3,"607.1","189.4","714"
"2021","Aug 30","16:46",8,"608.2","374.4","1039.5"
"2021","Aug 30","16:46",56,"644.3","468.3","1214.3"
"2021","Aug 30","16:46",35,"421.5","279.1","837.6"
"2021","Aug 30","16:46",65,"436","307.1","887.4"
"2021","Aug 30","16:46",26,"596","419.6","1152.1"
"2021","Aug 30","16:46",24,"418.1","316.7","880.7"
"2021","Aug 30","16:46",75,"421.7","303.4","845.2"
"2021","Aug 30","16:46",97,"416.9","120.4","566"
"2021","Aug 30","16:46",12,"424.1","365.9","966.6"
"2021","Aug 30","16:46",1,"533.1","255.1","842.3"
"2021","Aug 30","16:46",2,"284.8","6.1","450.3"
"2021","Aug 30","16:46",3,"295.5","-36.6","339.3"
"2021","Aug 30","16:46",43,"302.4","-3.5","432"
"2021","Aug 30","16:46",54,"292.2","122.6","680.7"
"2021","Aug 30","16:46",46,"276","70.5","554.4"
"2021","Aug 30","16:46",24,"305.2","118.8","652.2"
"2021","Aug 30","16:46",34,"484.3","335","1033.7"
"2021","Aug 30","16:46",13,"289.6","47.2","508.4"
"2021","Aug 30","16:46",19,"271.8","264","941.3"
"2021","Aug 30","16:46",7,"288.3","152.1","741.9"
"2021","Aug 30","16:46",5,"279.5","150.6","722.1"
"2021","Aug 30","16:46",3,"295.5","218.6","853.6"
"2021","Aug 30","16:46",8,"283","137.8","680"
"2021","Aug 30","16:46",56,"274.5","39.1","526.4"
"2021","Aug 30","16:46",35,"316.5","-15.3","448.9"
"2021","Aug 30","16:46",65,"292","125.9","672.4"
"2021","Aug 30","16:46",26,"310.8","72","603.3"
"2021","Aug 30","16:46",24,"318.3","7.4","488.4"
"2021","Aug 30","16:46",75,"285.3","189.1","787.4"
"2021","Aug 30","16:46",97,"275.9","270.6","943.6"
"2021","Aug 30","16:46",12,"570.5","773.6","1949.8"
"2021","Aug 30","16:46",24,"516.1","630","1585.3"
"2021","Aug 30","16:46",34,"519","726.1","1796.5"
"2021","Aug 30","16:46",13,"332.7","745.5","1668.2"
"2021","Aug 30","16:46",19,"501.7","1072.1","2892.2"
"2021","Aug 30","16:46",7,"503.7","710.5","1991.8"
"2021","Aug 30","16:46",5,"530.7","571.2","1787.8"
"2021","Aug 30","16:46",3,"486.8","673.5","1845.6"
"2021","Aug 30","16:46",8,"535.9","1272.4","2989.7"
"2021","Aug 30","16:46",56,"569.5","1321.8","3082.7"
"2021","Aug 30","16:46",35,"514.1","492.8","1574.2"
"2021","Aug 30","16:46",65,"494.3","512","1527.9"
"2021","Aug 30","16:46",26,"635.9","903.5","1941.1"
"2021","Aug 30","16:46",24,"586.1","889.9","1809.1"
"2021","Aug 30","16:46",75,"616","867.1","1807.1"
"2021","Aug 30","16:46",97,"653.4","855.7","1668.6"
"2021","Aug 30","16:46",12,"623.4","994.1","2088.5"
"2021","Aug 30","16:46",1,"655.7","911.1","1716.4"
"2021","Aug 30","16:46",2,"633","956.6","1733.6"
"2021","Aug 30","16:46",3,"704.1","862.5","1651.9"
"2021","Aug 30","16:46",43,"1208.7","494.8","1477.5"
"2021","Aug 30","16:46",54,"698.2","965.7","2248.9"
"2021","Aug 30","16:46",46,"1243.8","1101.5","2678.3"
"2021","Aug 30","16:46",75,"757","1465.1","3124.5"
"2021","Aug 30","16:46",35,"1138.2","937.2","2224.2"
"2021","Aug 30","16:46",23,"1261.6","1150.8","2740"
"2021","Aug 30","16:46",88,"1280.9","1054.5","2510"
"2021","Aug 30","16:46",66,"743","1225.2","2634.7"
"2021","Aug 30","16:46",44,"995.6","613.1","1668.5"
"2021","Aug 30","16:46",33,"1119.7","767","1917.6"
"2021","Aug 30","16:46",22,"953.7","723.2","1997.4"
"2021","Aug 30","16:46",11,"1310.7","697.7","1985.2"
"2021","Aug 30","16:46",13,"835","1293.6","2774.8"
"2021","Aug 30","16:46",18,"1048.1","1097.5","2605.7"
"2021","Aug 30","16:46",86,"936.8","779.9","1987"
"2021","Aug 30","16:46",76,"672.7","1370","2910.1"
"2021","Aug 30","16:46",53,"779.2","1167.8","2621.1"
"2021","Aug 30","16:46",82,"635.2","1642.5","3303.9"
"2021","Aug 30","16:46",87,"958.1","1607.6","3385.6"
"2021","Aug 30","16:46",24,"962.4","785.8","2124.4"
"2021","Aug 30","16:46",34,"967.2","870.5","2166.4"
"2021","Aug 30","16:46",13,"1350.2","1312.9","3047.7"
"2021","Aug 30","16:46",19,"1105.6","1063","2470.5"
"2021","Aug 30","16:46",7,"1262.1","728.7","2007.7"
"2021","Aug 30","16:46",5,"722","1242.3","2657.9"
"2021","Aug 30","16:46",3,"1136.3","1050.5","2545.2"
"2021","Aug 30","16:46",8,"1134.1","1268.2","2958"
"2021","Aug 30","16:46",56,"553.9","1256.2","2578.8"
"2021","Aug 30","16:46",35,"1136.4","1173.7","2712.5"
"2021","Aug 30","16:46",65,"905","739","1999.4"
"2021","Aug 30","16:46",26,"965.3","904.5","2231.6"
"2021","Aug 30","16:46",24,"1057","1044.4","2430.9"
"2021","Aug 30","16:46",75,"553.9","1256.2","2578.8"
"2021","Aug 30","16:46",97,"1136.4","1173.7","2712.5"
"2021","Aug 30","16:46",12,"905","739","1999.4"
"2021","Aug 30","16:46",1,"965.3","904.5","2231.6"
"2021","Aug 30","16:46",2,"1057","1044.4","2430.9"
"2021","Aug 30","16:54",24,"584.8","773.8","1999.3"
"2021","Aug 30","16:54",34,"561.7","654.9","1700.9"
"2021","Aug 30","16:54",13,"596","679.4","2028.4"
"2021","Aug 30","16:54",19,"498.3","697.3","1770.3"
"2021","Aug 30","16:54",7,"542.5","685.4","1793.1"
"2021","Aug 30","16:54",5,"534.9","1130.9","2848.2"
"2021","Aug 30","16:54",3,"551.6","997.5","2582.8"
"2021","Aug 30","16:54",8,"500.7","1134.3","2824.4"
"2021","Aug 30","16:54",56,"503.2","1087.3","2701.4"
"2021","Aug 30","16:54",35,"547.3","1104.2","2951"
"2021","Aug 30","16:54",65,"586.1","1172.8","2526.4"
"2021","Aug 30","16:54",26,"494.3","1178.4","2865.5"
"2021","Aug 30","16:54",24,"554.3","1162.4","2698.7"
"2021","Aug 30","16:54",75,"571.5","1288.3","2800"
"2021","Aug 30","16:54",97,"545.1","452.2","1449.3"
"2021","Aug 30","16:54",12,"634.2","862.6","1825.6"
"2021","Aug 30","16:54",1,"659.1","1128.4","2325.3"
"2021","Aug 30","16:54",2,"616.3","1003.2","1989.6"
"2021","Aug 30","16:54",3,"622.1","824.4","1591.5"
"2021","Aug 30","16:54",43,"685.4","911.6","2042.3"
"2021","Aug 30","16:54",54,"588.8","994.1","1869.1"
"2021","Aug 30","16:54",46,"637","954.4","1806.8"
"2021","Aug 30","16:54",75,"662","552.4","1029.3"
"2021","Aug 30","16:54",35,"689.8","644.2","1334.1"
"2021","Aug 30","16:54",23,"823.7","641.8","1286.3"
"2021","Aug 30","16:54",88,"361.4","100","584.6"
"2021","Aug 30","16:54",66,"301.5","79.3","612"
"2021","Aug 30","16:54",44,"291.7","149.2","746.4"
"2021","Aug 30","16:54",33,"486.2","266.7","833.4"
"2021","Aug 30","16:54",22,"281.5","385.2","1090.4"
"2021","Aug 30","16:54",11,"279.4","729.5","1711.1"
"2021","Aug 30","16:54",13,"290.3","479.9","1233.5"
"2021","Aug 30","16:54",18,"469.5","638.3","1499.4"
"2021","Aug 30","16:54",86,"285.5","532.4","1376.3"
"2021","Aug 30","16:54",76,"514.3","613.9","1446.1"
"2021","Aug 30","16:54",53,"503.4","201.2","766.6"
"2021","Aug 30","16:54",82,"556.4","325.8","1029.6"
"2021","Aug 30","16:54",87,"482.2","279.1","944"
"2021","Aug 30","16:54",24,"437.3","346","1015.2"
"2021","Aug 30","16:54",34,"275.5","246","909.4"
"2021","Aug 30","16:54",13,"502.3","340.6","1060.3"
"2021","Aug 30","16:54",19,"271.4","321.3","1044.8"
"2021","Aug 30","16:54",7,"485.6","285.5","937"
"2021","Aug 30","16:54",5,"464.8","251.7","878.3"
"2021","Aug 30","16:54",3,"251.3","258.9","901.9"
"2021","Aug 30","16:54",8,"303.4","265.1","986.4"
"2021","Aug 30","16:54",56,"593.7","199.6","791.8"
"2021","Aug 30","16:54",35,"486.7","168.5","706.3"
"2021","Aug 30","16:54",65,"285","331.3","1086.1"
"2021","Aug 30","16:54",26,"259.6","268.8","934.8"
"2021","Aug 30","16:54",24,"509.2","229.7","818.8"
"2021","Aug 30","16:54",75,"501.1","243.7","854.4"
"2021","Aug 30","16:54",97,"512.9","156.4","663.6"
"2021","Aug 30","16:54",12,"415","51.1","426.1"
"2021","Aug 30","16:54",1,"269.4","85.2","441.9"
"2021","Aug 30","16:54",2,"415.9","126.7","545.8"
"2021","Aug 30","16:54",3,"601.5","322.3","902.4"
"2021","Aug 30","16:54",43,"574.1","311.2","900.8"
"2021","Aug 30","16:54",54,"410.9","159.5","592.8"
"2021","Aug 30","16:54",46,"352.8","103.6","503.9"
"2021","Aug 30","16:54",75,"487.7","139.3","615.5"
"2021","Aug 30","16:54",35,"378.5","-54.1","316.1"
"2021","Aug 30","16:54",23,"520","128.4","634.3"
"2021","Aug 30","16:54",88,"557.3","205.7","770.3"
"2021","Aug 30","16:54",66,"518.9","121.7","615"
"2021","Aug 30","16:54",44,"595","206.4","799.9"
"2021","Aug 30","16:54",33,"534.5","175.2","708.9"
"2021","Aug 30","16:54",22,"529","116.2","573.3"
"2021","Aug 30","16:54",11,"494.9","-24.1","409.5"
"2021","Aug 30","16:54",13,"566.2","354.9","1062.6"
"2021","Aug 30","16:54",18,"646.4","308.7","993.2"
"2021","Aug 30","16:54",86,"500.7","146.1","771.3"
"2021","Aug 30","16:54",76,"648.7","339.5","1046.7"
"2021","Aug 30","16:54",53,"570.3","206.7","811.9"
"2021","Aug 30","16:54",82,"611.3","141.1","677.8"
"2021","Aug 30","16:54",87,"653.5","258.8","920.8"
"2021","Aug 30","16:54",24,"388.4","57.8","457.7"
"2021","Aug 30","16:54",34,"356.9","62.5","524.6"
"2021","Aug 30","16:54",13,"290","-54.8","259.6"
"2021","Aug 30","16:54",19,"500.8","112.8","569.6"
"2021","Aug 30","16:54",7,"433.6","52.6","440.6"
"2021","Aug 30","16:54",5,"522.6","112.4","578.3"
"2021","Aug 30","16:54",3,"579","193.5","789.5"
"2021","Aug 30","16:54",8,"510.4","104","574.7"
"2021","Aug 30","16:54",56,"502.7","87.2","549.6"
"2021","Aug 30","16:54",35,"518.7","97.2","557.3"
"2021","Aug 30","16:54",65,"432.1","57.1","446.2"
"2021","Aug 30","16:54",26,"427.7","172.6","770.6"
"2021","Aug 30","16:54",24,"423.8","64.4","455.9"
"2021","Aug 30","16:54",75,"368.7","91.7","598.7"
"2021","Aug 30","16:54",97,"444.4","208.5","837.6"
"2021","Aug 30","16:54",12,"450.9","107.2","549.3"
"2021","Aug 30","16:54",1,"440.4","189.5","799"
"2021","Aug 30","16:54",2,"325","88.5","443.7"
"2021","Aug 30","16:54",3,"449.8","163.3","770.7"
"2021","Aug 30","16:54",43,"409.9","-25","383.3"
"2021","Aug 30","16:54",54,"449.5","189.8","652.2"
"2021","Aug 30","16:54",46,"464.8","17.8","476.9"
"2021","Aug 30","16:54",75,"466.1","45.6","535.8"
"2021","Aug 30","16:54",35,"460.9","202.8","854.1"
"2021","Aug 30","16:54",23,"429.2","202.1","802.3"
"2021","Aug 30","16:54",88,"371.7","81.3","565"
"2021","Aug 30","16:54",66,"516.7","97.4","565.6"
"2021","Aug 30","16:54",44,"460.8","161.3","613.3"
"2021","Aug 30","16:54",33,"462.1","256","951.6"
"2021","Aug 30","16:54",22,"514.7","171.4","694.8"
"2021","Aug 30","16:54",11,"404.2","87.5","618.5"
"2021","Aug 30","16:54",13,"366.6","265.4","909.7"
"2021","Aug 30","16:54",18,"448.7","447.7","1253.5"
"2021","Aug 30","16:54",86,"750.9","166","707.3"
"2021","Aug 30","16:54",76,"617","79.2","513.2"
"2021","Aug 30","16:54",53,"700.5","96.5","548.4"
"2021","Aug 30","16:54",82,"703.3","115.7","589.6"
"2021","Aug 30","16:54",87,"645.5","366.5","1003.7"
"2021","Aug 30","16:54",24,"660.1","449.6","1154.5"
"2021","Aug 30","16:54",34,"625.3","502.2","1252.9"
"2021","Aug 30","16:54",13,"615.5","510.6","1273.6"
"2021","Aug 30","16:54",19,"453.2","206.6","700.2"
"2021","Aug 30","16:54",7,"444.2","500.1","1313.6"
"2021","Aug 30","16:54",5,"475.7","353.9","1067.4"
"2021","Aug 30","16:54",3,"557.7","209.7","795.7"
"2021","Aug 30","16:54",8,"534.4","245.1","858.6"
"2021","Aug 30","16:54",56,"475.4","137.6","608.1"
"2021","Aug 30","16:54",35,"1005.4","322","1086.1"
"2021","Aug 30","16:54",65,"664.7","87.3","547"
"2021","Aug 30","16:54",26,"777.1","134.3","651"
"2021","Aug 30","16:54",24,"857.4","187","792.7"
"2021","Aug 30","16:54",75,"686.9","477.5","1217.6"
"2021","Aug 30","16:54",97,"699.9","479.6","1222"
"2021","Aug 30","16:54",12,"640.1","401.6","1081.9"
"2021","Aug 30","16:54",1,"508","134.6","674.7"
"2021","Aug 30","16:54",2,"660.9","530.8","1307.1"
"2021","Aug 30","16:54",3,"453.6","139.2","557.1"
"2021","Aug 30","16:54",43,"566.8","452.1","1124.5"
"2021","Aug 30","16:54",54,"555.2","193.7","687.7"
"2021","Aug 30","16:54",46,"705.9","462.8","1215.5"
"2021","Aug 30","16:54",75,"493.1","150.3","605.9"
"2021","Aug 30","16:54",35,"537.4","217.4","816.6"
"2021","Aug 30","16:54",23,"461.3","196.8","702.5"
"2021","Aug 30","16:54",88,"468.6","216.9","773.8"
"2021","Aug 30","16:54",66,"861.1","178.5","733.9"
"2021","Aug 30","16:54",44,"596.6","99.2","530.5"
"2021","Aug 30","16:54",33,"536.9","287.7","939.5"
"2021","Aug 30","16:54",22,"607.1","272.1","867.2"
"2021","Aug 30","16:54",11,"667.3","276.6","922.7"
"2021","Aug 30","16:54",13,"579.3","262.7","873"
"2021","Aug 30","16:54",18,"398.7","105.6","557.2"
"2021","Aug 30","16:54",86,"585.3","274.5","900.2"
"2021","Aug 30","16:54",76,"466.6","260.2","895.8"
"2021","Aug 30","16:54",53,"532.1","121.8","557.2"
"2021","Aug 30","16:54",82,"447","168.8","653.4"
"2021","Aug 30","16:54",87,"422.1","375.6","1135.8"
"2021","Aug 30","16:54",24,"350.6","142.1","631.5"
"2021","Aug 30","16:54",34,"409.8","524.3","1340.5"
"2021","Aug 30","16:54",13,"830.8","394.3","1121.5"
"2021","Aug 30","16:54",19,"566.1","214","730.4"
"2021","Aug 30","16:54",7,"564","478.3","1186.9"
"2021","Aug 30","16:54",5,"399","477.2","1232.8"
"2021","Aug 30","16:54",3,"461.4","304.2","937.8"
"2021","Aug 30","16:54",8,"430.5","145.5","583.7"
"2021","Aug 30","16:54",56,"455.2","703.6","1543.8"
"2021","Aug 30","16:54",35,"401.5","226.5","881.2"
"2021","Aug 30","16:54",65,"366.6","637.7","1522.4"
"2021","Aug 30","16:54",26,"563","162","652.7"
"2021","Aug 30","16:54",24,"529.6","190.3","725.6"
"2021","Aug 30","16:54",75,"470.9","89.7","516.8"
"2021","Aug 30","16:54",97,"338.1","28.4","341.5"
"2021","Aug 30","16:54",12,"525.1","83.5","523.4"
"2021","Aug 30","16:54",1,"480.5","258.6","792.3"
"2021","Aug 30","16:54",2,"499.5","333.7","931"
"2021","Aug 30","16:54",3,"514.6","329.9","893.8"
"2021","Aug 30","16:54",43,"461.9","253.2","745.8"
"2021","Aug 30","16:54",54,"344.2","555.1","1291.2"
"2021","Aug 30","16:54",46,"446.7","184.3","651.5"
"2021","Aug 30","16:54",75,"300.4","64","442.4"
"2021","Aug 30","16:54",35,"400.3","175.6","631.5"
"2021","Aug 30","16:54",23,"385.1","95.1","479.2"
"2021","Aug 30","16:54",88,"313.6","103","490.1"
"2021","Aug 30","16:54",66,"222","30.8","364.4"
"2021","Aug 30","16:54",44,"587.1","736.8","1637.6"
"2021","Aug 30","16:54",33,"509","234.8","819.9"
"2021","Aug 30","16:54",22,"418.6","263","751"
"2021","Aug 30","16:54",11,"601.8","206.9","746.5"
"2021","Aug 30","16:54",13,"725.7","387.5","1116.1"
"2021","Aug 30","16:54",18,"690.4","356.8","1077"
"2021","Aug 30","16:54",86,"506.7","117.7","571.9"
"2021","Aug 30","16:54",76,"447.4","203.7","668.4"
"2021","Aug 30","16:54",53,"425.6","185.3","625.4"
"2021","Aug 30","16:54",82,"514.6","217.9","763.5"
"2021","Aug 30","16:54",87,"327.9","36.3","418.1"
"2021","Aug 30","16:54",24,"296.3","56","439.1"
"2021","Aug 30","16:54",34,"372.8","107.1","503.1"
"2021","Aug 30","16:54",13,"415.1","137","566.3"
"2021","Aug 30","16:54",19,"308.5","91.1","481.3"
"2021","Aug 30","16:54",7,"250.5","4.5","315.4"
"2021","Aug 30","16:54",5,"515.9","230.4","870.8"
"2021","Aug 30","16:54",3,"612.3","431","1115.7"
"2021","Aug 30","16:54",8,"509.9","286.6","855.5"
"2021","Aug 30","16:54",56,"389.9","173.7","642.7"
"2021","Aug 30","16:54",35,"395.5","177","648.9"
"2021","Aug 30","16:54",65,"508","213.6","757.4"
"2021","Aug 30","16:54",26,"496.2","243.6","808.6"
"2021","Aug 30","16:54",24,"671.4","374.8","1077"
"2021","Aug 30","16:54",75,"521","55.2","462.7"
"2021","Aug 30","16:54",97,"552.6","223.7","807.4"
